ID	EGDe_030510[Tiling]	EGDe_Stat[Tiling]
lmo2086	-1.999548016	-1.664479472
lmo2087	1.074620338	-0.421495872
lmo2088	0.656896469	-0.444968549
lmo2089	5.52390498	6.666725312
lmo2090	0.066088817	-1.073729521
lmo2091	0.050821585	-0.563552155
lmo2092	5.024674353	3.9312955
lmo2093	-1.014121355	-1.462900553
lmo2094	-0.870488297	0.34741359
lmo2095	-0.876895437	0.489028706
lmo2096	-0.091670081	0.253021951
lmo2097	-0.458863353	-0.372460256
lmo2098	-2.32692771	-1.171432492
lmo2099	-2.266205959	-0.869765874
lmo2100	2.418800071	0.839445188
lmo2101	6.537095962	5.911673849
lmo2102	6.21949046	5.539490862
lmo2103	5.188009148	6.165521161
lmo2104	-0.201999203	-0.923507523
lmo2105	0.337300985	-0.647366037
lmo2106	1.400885484	1.365625738
lmo2107	-2.186673195	-1.781037232
lmo2108	-1.353140161	-0.485304679
lmo2109	-1.4973796	-0.791404505
lmo2110	5.218345461	4.53947885
lmo2111	3.225195721	2.389988527
lmo2112	3.503116919	4.023491782
lmo2113	5.787009643	6.498510229
lmo2114	0.443749273	1.321239853
lmo2115	1.283422757	0.482601448
lmo2116	2.431120063	0.4676481
lmo2117	0.415716994	0.627679798
lmo2118	3.797463847	3.181235229
lmo2119	2.90177585	3.590723637
lmo2120	3.236726697	3.688094161
lmo2121	-2.15337132	-0.352662816
lmo2122	-2.143591738	-0.350726966
lmo2123	-1.962806653	0.05533922
lmo2124	-2.413544037	-0.789907375
lmo2125	-2.650970042	-1.40152427
lmo2126	-1.935926651	-1.231542797
lmo2127	4.441375119	2.167185357
lmo2128	3.231807731	0.440361856
lmo2129	4.647747854	5.941604936
lmo2130	3.924635931	1.364528585
lmo2131	-1.979425195	-1.810510184
lmo2132	0.067242885	1.920084704
lmo2133	-1.839910001	0.248934478
lmo2134	-2.580985683	-1.220856448
lmo2135	-1.887756741	-0.743932447
lmo2136	-2.305681067	-0.734524043
lmo2137	-2.781974569	-1.228519315
lmo2138	-2.984167592	-2.133705848
lmo2139	1.224438637	1.795017256
lmo2140	2.538114296	3.257127655
lmo2141	2.976374522	3.948908908
lmo2142	2.44236783	2.082582786
lmo2143	-0.535815929	0.673582329
lmo2144	2.513629226	1.711954033
lmo2145	2.547084463	0.782919494
lmo2146	-0.255020208	-0.739545019
lmo2147	3.099768302	2.364208678
lmo2148	5.095540892	4.008231941
lmo2149	2.656284467	0.203045255
lmo2150	4.422365232	3.348679633
lmo2151	-0.088299913	-1.624060348
lmo2152	3.229256017	4.140536417
lmo2153	3.157447593	3.564073918
lmo2154	3.46197016	3.325933163
lmo2155	2.802164927	2.399677088
lmo2156	0.459484682	2.867305651
lmo2157	3.342641119	3.432861489
lmo2158	2.283271715	6.152188956
lmo2159	-0.966399138	0.659969418
lmo2160	-1.532968929	0.16941592
lmo2161	-1.559320758	0.205118775
lmo2162	-1.717034265	-0.17593774
lmo2163	-1.937609093	-0.53463226
lmo2164	1.07389172	1.254025513
lmo2165	-0.371148219	-0.855075829
lmo2166	-1.389396201	-1.351453612
lmo2167	2.389158543	1.012003824
lmo2168	5.780083831	6.50170322
lmo2169	5.873252521	6.703374937
lmo2170	-0.72841222	-1.048285554
lmo2171	-1.077241045	-1.739045679
lmo2172	-2.162393802	-2.076656364
lmo2173	2.960039355	3.697289356
lmo2174	0.501350423	1.514561362
lmo2175	0.41264072	4.895839441
lmo2176	0.015183538	0.698320764
lmo2177	3.980576604	4.869802008
lmo2178	-2.610660389	-2.151070282
lmo2179	-2.624864878	-2.246043001
lmo2180	-2.178866209	-1.774897277
lmo2181	-2.320994162	-1.918927878
lmo2182	-1.915954019	-1.402296059
lmo2183	-2.430892512	-1.611036083
lmo2184	-1.589129703	-0.717418957
lmo2185	-2.54449625	-1.791997403
lmo2186	-2.080440123	-1.123872728
lmo2187	2.640724747	3.468217954
lmo2188	3.10374786	3.463234255
lmo2189	-1.285821115	-0.342292894
lmo2190	3.215880837	4.64741872
lmo2191	4.929395976	6.008473554
lmo2192	5.289407625	4.991146476
lmo2193	4.668997511	3.714499347
lmo2194	4.129174664	2.406466528
lmo2195	4.445885763	2.783898299
lmo2196	4.256212929	3.164328104
lmo2197	3.485878137	0.607143731
lmo2198	1.99649939	1.080609284
lmo2199	1.504323298	3.379800461
lmo2200	0.014066475	1.330215479
lmo2201	5.703477992	3.90761281
lmo2202	6.292725677	2.728249955
lmo2203	-2.216378135	-1.995054129
lmo2204	7.220055572	7.235911335
lmo2205	3.332023734	4.218082959
lmo2206	0.175507285	1.556435539
lmo2207	3.574161191	3.055628094
lmo2208	2.113477184	0.399831506
lmo2209	1.773226532	-0.058881241
lmo2210	-1.030690734	2.721228669
lmo2211	2.404262859	1.275281156
lmo2212	1.848620674	-0.056272355
lmo2213	4.117581568	4.17951621
lmo2214	3.814319702	3.253355803
lmo2215	2.364436076	1.997044898
lmo2216	4.013461318	4.485433902
lmo2217	3.910100154	4.544042584
lmo2218	0.618358053	-1.880174541
lmo2219	2.182601986	0.079911516
lmo2220	4.733548122	5.643777735
lmo2221	-1.451304275	-0.713620961
lmo2222	0.250673757	0.608060962
lmo2223	6.334360723	4.931080676
lmo2224	-2.313777601	-2.035408972
lmo2225	2.00641713	2.703312522
lmo2226	-0.36345181	0.287072591
lmo2227	-1.53844129	-0.72836117
lmo2228	-1.463167858	-0.743557845
lmo2229	2.585380879	1.27840401
lmo2230	5.22814907	7.192312155
lmo2231	0.017055586	0.038694177
lmo2232	4.284523785	3.879613595
lmo2233	1.100651097	0.307554023
lmo2234	-0.09629286	1.407032757
lmo2235	0.551942669	1.712640182
lmo2236	-0.720062077	-0.634313296
lmo2237	-0.314262942	-0.039344292
lmo2238	3.602123333	1.823818224
lmo2239	1.662601955	1.224216912
lmo2240	-0.910733051	-1.098271787
lmo2241	-1.063925495	-1.414037787
lmo2242	1.203202518	2.053442483
lmo2243	2.115498729	1.208403027
lmo2244	2.4440304	1.527187325
lmo2245	1.713470628	1.499773249
lmo2246	3.562488612	3.555530978
lmo2247	2.629568525	2.353322633
lmo2248	4.839393063	2.233470024
lmo2249	5.330890064	2.571938837
lmo2250	1.380707693	-0.387788845
lmo2251	2.103517626	0.295918562
lmo2252	1.410818446	-0.769727213
lmo2253	3.123630562	4.192960778
lmo2254	4.390001138	0.601429092
lmo2255	3.094967592	2.939045979
lmo2256	5.312361085	6.952569157
lmo2257	1.703407912	1.926633052
lmo2258	1.566769894	0.100002004
lmo2259	0.18651967	0.051764498
lmo2260	-0.50013145	-0.331914931
lmo2261	3.250506317	2.562339396
lmo2262	1.047630808	1.234297672
lmo2263	4.360024506	4.558805294
lmo2264	2.377469325	2.034110014
lmo2265	0.250653632	1.542007539
lmo2266	-0.133621003	1.379698059
lmo2267	-1.279777598	-0.341531707
lmo2268	-1.116780217	-0.321654019
lmo2269	0.136911259	3.990637276
lmo2270	0.298611037	-0.148488435
lmo2271	-0.652036751	1.632476567
lmo2272	-1.040476693	-0.277720233
lmo2273	-1.823657058	-1.537212662
lmo2274	-1.427391772	-1.748108703
lmo2275	-1.261294547	-0.432341213
lmo2276	-0.307435655	0.49131128
lmo2277	2.264411517	2.994131898
lmo2278	-1.909749274	-0.803346407
lmo2279	-1.695296086	-0.997303157
lmo2280	-2.335861512	-1.183476536
lmo2281	-2.622062558	-2.27933619
lmo2282	-2.78000011	-1.717087057
lmo2283	-2.913521459	-2.480826901
lmo2284	-2.493678958	-1.714064852
lmo2285	-2.638233573	-1.701545827
lmo2286	-1.162258885	-0.341845342
lmo2287	-2.26999073	-1.320646344
lmo2288	-2.840844787	-1.899977917
lmo2289	-2.528151398	-1.982117226
lmo2290	-1.446267277	-0.16208095
lmo2291	-1.061717148	0.076160556
lmo2292	-1.988185984	-0.898253389
lmo2293	-0.347172172	0.351432726
lmo2294	-0.213915791	-0.009832005
lmo2295	-0.340152377	-0.023843744
lmo2296	-1.203946903	-0.019783559
lmo2297	-1.777079638	-0.518356711
lmo2298	-2.085873624	-1.256833352
lmo2299	-2.274809516	-1.497250059
lmo2300	-2.30179054	-1.561493551
lmo2301	-2.088569229	-1.172526399
lmo2302	-1.88508199	-1.589097167
lmo2303	-2.264831676	-1.418146948
lmo2304	-0.701329317	-0.099602404
lmo2305	-2.380770165	-1.301206953
lmo2306	-2.972541064	-1.80879367
lmo2307	-2.382666806	-1.094594777
lmo2308	-1.19881629	-0.472932598
lmo2309	-2.600809438	-2.096400439
lmo2310	-2.643831968	-0.983463599
lmo2311	-2.51418805	-1.698470337
lmo2312	-2.485982881	-1.183631905
lmo2313	-2.583268822	-0.687527505
lmo2314	-2.370396592	-1.319386009
lmo2315	-2.442093734	-1.688381826
lmo2316	-2.81950863	-2.388764717
lmo2317	-2.466036701	-1.88680134
lmo2318	-2.203421209	-1.205436863
lmo2319	-2.103534413	-1.374684292
lmo2320	-3.277363351	-2.091109452
lmo2321	-1.894231414	-1.622625178
lmo2322	-2.525975986	-1.718775386
lmo2323	-2.510351729	-2.403461767
lmo2324	-2.42356414	-1.8723467
lmo2325	-1.668940388	-1.87132753
lmo2326	-1.420104875	-2.115187587
lmo2327	-0.693537575	-1.035873754
lmo2328	-2.171747322	-0.987416601
lmo2329	-1.134916883	-0.099694094
lmo2330	0.080866626	0.097118742
lmo2331	-0.017943577	0.526107362
lmo2332	-1.839053667	-1.100362532
lmo2334	1.699578284	3.151704475
lmo2335	0.36817638	1.634370493
lmo2336	-2.197934851	-1.123377635
lmo2337	-2.494699249	-1.224860864
lmo2338	0.627835741	1.436188381
lmo2339	1.391407329	1.736041685
lmo2340	0.97749831	3.702841079
lmo2341	0.51916114	2.62981128
lmo2342	2.804552105	3.060497004
lmo2343	-0.140695604	1.041671425
lmo2344	-1.189471556	0.134801186
lmo2345	-1.649627055	-0.996057127
lmo2346	-1.965903385	-0.751106152
lmo2347	-2.616854923	-2.461081611
lmo2348	-2.472626428	-2.169767277
lmo2349	-2.140188388	-1.733229046
lmo2350	-1.482891353	-0.001623104
lmo2351	-1.96160384	-1.006043584
lmo2352	1.358153839	1.033545937
lmo2353	1.735535909	0.371516228
lmo2354	2.062631449	0.928118774
lmo2355	2.34416087	-0.319998997
lmo2356	-2.892690714	-2.301891304
lmo2357	2.326659047	3.742932016
lmo2358	1.71532224	2.609836957
lmo2359	0.56625968	1.636128557
lmo2360	-0.184839354	0.12543371
lmo2361	-1.070085034	-1.535963085
lmo2362	-2.237068468	-1.735584811
lmo2363	-1.531522579	-0.669375066
lmo2364	2.604932513	2.104911093
lmo2365	3.356525233	2.871979438
lmo2366	2.796208266	4.101080374
lmo2367	6.589528023	5.334921409
lmo2368	1.56542268	0.460277127
lmo2369	0.808362677	0.598087647
lmo2370	2.452898826	3.269267343
lmo2371	5.847760845	3.537694677
lmo2372	4.807437126	3.346423114
lmo2373	5.478648007	6.831951264
lmo2374	3.954495199	1.349530013
lmo2375	-0.388289014	-1.134917266
lmo2376	5.174165286	4.4892058
lmo2377	3.845283879	2.3516129
lmo2378	3.347521718	3.54191984
lmo2379	3.756347337	3.857703091
lmo2380	3.757813956	3.955051448
lmo2381	3.557038565	3.838831531
lmo2382	4.108441031	4.436426115
lmo2383	3.865270866	4.441259672
lmo2384	4.381318264	4.610078378
lmo2385	3.417549249	2.942633691
lmo2386	3.275672459	3.373251229
lmo2387	2.219063061	3.557719041
lmo2388	2.927884106	3.194005503
lmo2389	1.975407625	1.68436747
lmo2390	4.515528572	4.917720111
lmo2391	3.96839073	6.802011505
lmo2392	1.44577634	3.425786541
lmo2393	2.277012283	4.39875726
lmo2394	-1.499584979	-1.119353568
lmo2395	-0.23149881	-0.227177043
lmo2396	-2.696703442	-2.775799013
lmo2397	4.646880986	4.474206958
lmo2398	5.081726761	6.464435907
lmo2399	1.317334162	2.270929253
lmo2400	0.621555619	1.364465476
lmo2401	3.424767952	3.632570864
lmo2402	2.081628129	3.46241662
lmo2403	2.131873694	3.617402831
lmo2404	5.229812051	4.140207758
lmo2405	4.433386101	3.58203711
lmo2406	3.561713093	4.645444027
lmo2407	1.718674872	1.076478105
lmo2408	2.048791077	1.932571206
lmo2409	2.542526572	2.555553146
lmo2410	1.429458453	0.529637187
lmo2411	5.445805595	6.311760301
lmo2412	4.625587817	4.548214249
lmo2413	4.61825428	4.200762513
lmo2414	4.583340721	3.857344953
lmo2415	5.069586963	4.30307021
lmo2416	2.385306643	0.029840471
lmo2417	1.153145364	0.91170807
lmo2418	2.047916884	0.686145091
lmo2419	2.27495076	1.092622177
lmo2420	1.722941575	1.242085397
lmo2421	1.997153296	2.672839892
lmo2422	1.785086967	2.805656625
lmo2423	-0.025138079	-1.249267442
lmo2424	1.055045183	1.199714258
lmo2425	3.926393541	5.928528007
lmo2426	3.050322825	3.423079899
lmo2427	4.47411162	1.561797672
lmo2428	4.542102697	1.993709065
lmo2429	2.954115282	1.819812378
lmo2430	2.206465792	1.842925938
lmo2431	0.746271838	0.616901083
lmo2432	0.171051189	3.126118449
lmo2433	3.292244666	3.791156751
lmo2434	0.869265241	1.897609624
lmo2435	0.485631242	-1.993010849
lmo2436	0.869434897	1.560113355
lmo2437	3.344772237	5.823675371
lmo2438	0.934306491	1.572633454
lmo2439	1.61337996	2.495472344
lmo2440	0.311063778	0.652240204
lmo2441	-0.440336984	0.110638724
lmo2442	-1.959335954	-1.133266494
lmo2443	1.431495298	0.86522059
lmo2444	-2.310385713	-1.931721659
lmo2445	-2.799847961	-1.977575497
lmo2446	-2.442056358	-2.014382825
lmo2447	-1.356946745	-1.717019201
lmo2448	1.313836043	2.162518117
lmo2449	1.150005776	1.126179385
lmo2450	1.764071699	-0.010582485
lmo2451	6.459316537	5.002773357
lmo2452	3.167979812	3.025164587
lmo2453	1.464186897	3.108926208
lmo2454	1.268125225	3.07287036
lmo2455	6.951379938	6.452173244
lmo2456	6.48364149	4.634356183
lmo2457	6.315076272	4.265755092
lmo2458	5.979495428	3.7045833
lmo2459	7.730751924	7.630194116
lmo2460	7.113147868	5.854710062
lmo2461	1.641775943	2.541118966
lmo2462	4.550880167	4.36715629
lmo2463	1.505134158	3.214869972
lmo2464	0.255716109	-1.104302507
lmo2465	1.890819245	-0.496670883
lmo2466	3.398610184	-0.622913826
lmo2467	-1.292950587	-0.999508562
lmo2468	5.903871248	6.952171216
lmo2469	5.685346723	1.695165653
lmo2470	-2.333185345	-2.066891162
lmo2471	4.145650141	5.333187213
lmo2472	1.652180883	2.174914343
lmo2473	2.378410708	3.309722795
lmo2474	2.618573886	3.547531645
lmo2475	2.972415904	3.091346362
lmo2476	1.585990221	2.086669744
lmo2477	1.978112112	2.701900128
lmo2478	4.547747967	4.766950185
lmo2479	2.106343116	0.867680332
lmo2480	2.158639342	0.95201969
lmo2481	4.394292652	3.306728702
lmo2482	3.207144909	2.414908562
lmo2483	3.185987756	2.491538932
lmo2484	2.96520535	3.883302186
lmo2485	3.119673947	3.805961198
lmo2486	-1.419778514	-0.832161277
lmo2487	-1.909943539	-1.419901688
lmo2488	1.662212536	2.309669136
lmo2489	2.412714693	2.816163362
lmo2490	1.011562886	-0.178334269
lmo2491	1.956432203	1.333273474
lmo2492	1.502502908	0.79433332
lmo2493	0.629659802	0.683640056
lmo2494	-0.243400802	1.408699891
lmo2495	-0.667764947	0.335434305
lmo2496	-2.614246451	-2.347135908
lmo2497	-2.0688043	-1.202243231
lmo2498	-2.63137283	-1.485702833
lmo2499	-2.296830618	1.652875563
lmo2500	1.543268388	1.957521489
lmo2501	0.577146098	0.966408983
lmo2502	4.305380933	2.90499763
lmo2503	3.342933497	2.129659244
lmo2504	0.429733571	0.026616472
lmo2505	2.507104122	1.070790122
lmo2506	2.1397505	0.91748382
lmo2507	3.564213078	1.610468565
lmo2508	2.754244303	1.875370688
lmo2509	1.26586315	0.091515336
lmo2510	3.232141392	2.63344315
lmo2511	2.040449728	5.184635102
lmo2512	-2.382207546	-1.838057655
lmo2513	-2.030675782	-1.786571813
lmo2514	3.392723838	3.58047071
lmo2515	2.940388241	3.112323565
lmo2516	0.96644733	-0.237369813
lmo2517	0.163624684	-1.205768293
lmo2518	4.060252646	2.845326345
lmo2519	3.207590334	2.383680485
lmo2520	1.476715527	1.945157027
lmo2521	1.913444344	1.961161219
lmo2522	-1.476710929	-1.520154176
lmo2523	-2.336644335	-1.828101374
lmo2524	4.589322075	3.214407077
lmo2525	4.821452857	3.575056007
lmo2526	5.763022095	4.633904982
lmo2527	-0.406623581	-0.642495036
lmo2528	5.229366685	6.042285966
lmo2529	5.322490862	5.690635418
lmo2530	4.219198806	3.325868765
lmo2531	4.283688303	2.957945639
lmo2532	4.564191905	2.920552742
lmo2533	4.721425589	3.389047885
lmo2534	4.726965419	3.575049083
lmo2535	5.478867181	4.653297272
lmo2536	6.075473535	5.128482689
lmo2537	3.197610112	0.530116478
lmo2538	4.892537724	2.203547246
lmo2539	4.212376267	4.930042426
lmo2540	2.057784054	1.939621733
lmo2541	2.547349703	2.496604302
lmo2542	4.316564589	2.721828858
lmo2543	3.446603836	1.840496438
lmo2544	0.731411	-1.176446217
lmo2545	5.992367951	3.52726778
lmo2546	5.297531102	3.176242451
lmo2547	3.430750535	0.755201989
lmo2548	7.60059576	6.677556223
lmo2549	3.421336487	2.2934065
lmo2550	1.594460312	-0.818327235
lmo2551	0.271129943	-1.737768763
lmo2552	3.364790969	1.611443548
lmo2553	3.414404332	1.55514125
lmo2554	2.351788418	0.75478462
lmo2555	1.574401441	0.795842448
lmo2556	7.42476661	6.390320389
lmo2557	1.370276368	2.184290586
lmo2558	4.411781369	4.043657327
lmo2559	4.47718152	0.790097077
lmo2560	3.432395083	2.382940704
lmo2561	1.847943184	-0.029284093
lmo2562	1.974745074	0.356149003
lmo2563	1.310211974	1.043209565
lmo2564	3.268805796	4.127005241
lmo2565	3.065491995	3.145781735
lmo2566	2.065432632	1.846932523
lmo2567	-1.855573973	-3.312934903
lmo2568	-2.567489931	-2.149076826
lmo2569	0.703523992	0.845735274
lmo2570	2.055228363	3.765810169
lmo2571	2.415696836	4.088669376
lmo2572	1.913497186	3.650009122
lmo2573	1.381919826	2.421868684
lmo2574	4.998265545	6.790733083
lmo2575	3.336334066	3.122609501
lmo2576	-2.266684724	-1.756067508
lmo2577	2.904928748	2.095880119
lmo2578	3.546154053	3.345743645
lmo2579	3.019771998	3.13738448
lmo2580	-0.716735374	1.126030217
lmo2581	-1.437340992	-0.212045281
lmo2582	1.586855154	2.64340014
lmo2583	0.253780434	1.899307065
lmo2584	-2.140348873	2.066375475
lmo2585	-0.035510061	5.99752986
lmo2586	-0.34953148	5.782721358
lmo2587	3.309421713	2.011253598
lmo2588	0.891995389	0.382526011
lmo2589	1.734828242	1.570517019
lmo2590	0.342801695	0.930285487
lmo2591	-0.212854146	-1.183360507
lmo2592	1.779169638	3.373792338
lmo2593	1.405223865	2.899797944
lmo2594	0.307697436	0.523504993
lmo2595	-2.016154856	-1.944474099
lmo2596	6.837750783	4.780746404
lmo2597	7.30009146	6.689346661
lmo2598	4.217703171	2.482362815
lmo2599	4.196766544	2.076329209
lmo2600	3.789390796	2.80256912
lmo2601	4.089855663	3.289763694
lmo2602	0.714278679	2.040616498
lmo2603	0.685176802	2.694629285
lmo2604	1.26421108	0.376706894
lmo2605	3.922844778	2.714106276
lmo2606	5.217372271	3.238822236
lmo2607	5.357499476	3.013801569
lmo2608	5.526774815	2.967066419
lmo2609	5.837469178	3.149190682
lmo2610	5.291715497	2.301066459
lmo2611	4.996468709	3.106577207
lmo2612	6.538250047	4.510376358
lmo2613	5.720792937	3.420925858
lmo2614	5.569474913	2.402313443
lmo2615	5.462423329	2.544797296
lmo2616	5.494564072	2.439805628
lmo2617	5.117200193	2.016245818
lmo2618	4.661293944	1.592051905
lmo2619	4.617606865	1.581701473
lmo2620	4.588592727	1.246324485
lmo2621	4.507087065	1.781736252
lmo2622	4.046003641	0.863386245
lmo2623	4.123222592	0.840388527
lmo2624	4.817227655	1.588124885
lmo2625	4.682494176	2.006432445
lmo2626	4.999544888	1.938404817
lmo2627	5.4669454	2.584384862
lmo2628	5.32447866	2.59187007
lmo2629	5.250817068	2.56535622
lmo2630	5.09143498	1.85205011
lmo2631	5.050257867	1.975408211
lmo2632	5.91547543	2.990705019
lmo2633	6.081824925	3.185711774
lmo2634	4.265981154	2.236481634
lmo2635	3.588298736	1.048525987
lmo2636	1.02775086	-0.569009311
lmo2637	5.315359892	5.429647953
lmo2638	6.918179219	4.520124401
lmo2639	3.609364812	2.553324252
lmo2640	3.119409438	2.547604014
lmo2641	2.459648421	1.74195909
lmo2642	2.372409286	1.707063009
lmo2643	1.937827093	3.16568624
lmo2644	0.41619908	1.602050392
lmo2646	0.230038064	5.591844653
lmo2647	-1.128368388	4.034170833
lmo2648	-1.097531449	4.381221405
lmo2649	0.718856805	6.156844876
lmo2650	0.248993612	5.301969594
lmo2651	0.490309982	5.243913443
lmo2652	1.742275214	3.252253719
lmo2653	7.346617767	7.453786833
lmo2654	7.059943559	5.266636384
lmo2655	6.844410954	4.741347705
lmo2656	6.936463847	4.497595226
lmo2657	2.775760413	3.461574961
lmo2658	0.924418589	1.655448116
lmo2659	0.512843252	3.609516113
lmo2660	-0.040452707	2.76896207
lmo2661	-1.081246071	1.804343609
lmo2662	-0.91488825	2.416586923
lmo2663	-1.681564451	0.634238927
lmo2664	-1.406870479	1.554917918
lmo2665	-1.526138343	1.981297561
lmo2666	-1.69452148	1.427433236
lmo2667	-1.361975927	1.391919017
lmo2668	-1.940986749	1.404680978
lmo2669	2.212009429	2.165435254
lmo2670	2.587103689	4.688348931
lmo2671	2.801797713	5.210978502
lmo2672	1.964713365	4.889002136
lmo2673	3.92120002	6.005785279
lmo2674	4.201415922	5.93017899
lmo2675	3.689188492	4.764959672
lmo2676	3.920189435	5.036948418
lmo2677	4.830233776	5.02267643
lmo2678	2.338247609	3.374314697
lmo2679	1.482410206	2.838539947
lmo2680	1.267019355	1.796139775
lmo2681	0.025739796	-0.851608596
lmo2682	-0.073450528	-1.198609822
lmo2683	5.71289347	2.489635996
lmo2684	2.358290621	4.205928878
lmo2685	1.128874	3.626274603
lmo2686	1.73538717	1.183551691
lmo2687	0.93897866	-0.327810442
lmo2688	0.779194261	-0.232838638
lmo2689	0.290164159	-1.052131575
lmo2690	0.651883829	2.341279904
lmo2691	1.522120934	1.692096192
lmo2692	5.057667255	5.117671757
lmo2693	3.850593792	3.531480752
lmo2694	1.850318593	2.88806091
lmo2695	2.905703308	6.701459436
lmo2696	3.828932352	7.218734869
lmo2697	3.673701943	7.26809924
lmo2698	-1.008796859	0.580057828
lmo2699	0.652983791	1.5972208
lmo2700	4.892605548	5.707817725
lmo2701	2.332884553	2.17028466
lmo2702	2.360458256	1.881226994
lmo2703	3.114260869	3.108838745
lmo2704	3.698829971	3.749420427
lmo2705	1.001140619	2.125576211
lmo2706	1.353927337	2.694881857
lmo2707	-0.011395144	1.588693315
lmo2708	-1.272820644	2.077387693
lmo2709	-0.090543928	1.709119582
lmo2710	0.22143774	-0.841294741
lmo2711	-0.476000533	-0.439147247
lmo2712	2.76878085	2.466424564
lmo2713	2.947761961	2.661056782
lmo2714	1.886074702	1.758981195
lmo2715	4.022283809	2.814219825
lmo2716	4.020888626	3.398182784
lmo2717	6.201655596	5.650112397
lmo2718	6.171748267	5.137603555
lmo2719	1.893733785	1.776844166
lmo2720	6.353296923	2.606420804
lmo2721	0.79179157	0.779498417
lmo2722	2.204222505	2.172819139
lmo2723	3.384040327	2.932424771
lmo2724	3.147637333	4.61362492
lmo2725	2.312865329	-0.34115851
lmo2726	1.717907621	-1.54137244
lmo2727	2.08306853	2.218133586
lmo2728	1.791234462	2.614884696
lmo2729	1.02689837	1.676251022
lmo2730	1.174078326	2.066829833
lmo2731	-0.144068893	0.387215884
lmo2732	-0.653345311	0.429048582
lmo2733	-1.734465567	0.380857989
lmo2734	-2.318542629	-1.21712288
lmo2735	-1.456298592	0.822922803
lmo2736	0.351347377	1.537307115
lmo2737	2.597153643	1.324277195
lmo2738	4.267044342	3.565028755
lmo2739	0.451157413	1.354428201
lmo2740	0.104204332	1.63296421
lmo2741	0.772592301	1.958751896
lmo2742	-0.013218421	4.492882397
lmo2743	1.846526535	5.931521395
lmo2744	0.819919861	-1.580242706
lmo2745	3.183889997	2.9908639
lmo2746	1.972605628	1.641271519
lmo2747	3.310697655	2.657647792
lmo2748	3.362465889	6.214756205
lmo2749	0.691742063	-0.251047079
lmo2750	0.402258216	-0.517322813
lmo2751	1.690714106	0.373869809
lmo2752	1.939976688	1.099790394
lmo2753	4.712616731	2.702608919
lmo2754	1.507534689	-0.032305873
lmo2755	-0.471945423	0.147689121
lmo2756	0.385380166	0.791138655
lmo2757	0.939605159	1.41911206
lmo2758	5.989532217	3.623766131
lmo2759	3.915374786	5.126075165
lmo2760	0.091655242	-0.125680196
lmo2761	1.034725984	6.808712004
lmo2762	-0.561314193	5.193795645
lmo2763	0.355508207	6.005397685
lmo2764	0.531467067	6.279349367
lmo2765	-0.148378877	4.964546406
lmo2766	2.274485228	1.302160251
lmo2767	5.108026053	3.582273768
lmo2768	2.49902911	1.19403592
lmo2769	1.407713877	0.955657843
lmo2770	2.939255374	3.343103805
lmo2771	-1.492511919	0.865688977
lmo2772	-2.31317932	0.172957803
lmo2773	1.546180854	2.037963085
lmo2774	-1.968070833	-2.040621087
lmo2775	-3.044771282	-2.846072717
lmo2776	-1.575095783	-0.538466618
lmo2777	3.496058119	1.877046421
lmo2778	1.380957123	0.037858217
lmo2779	5.375710524	2.056500464
lmo2780	-2.154392873	-2.846437643
lmo2781	-2.245864597	-1.845735017
lmo2782	-2.675101399	-1.872270444
lmo2783	-2.527613702	-1.817115184
lmo2784	-0.727178186	-0.300031961
lmo2785	5.454005949	5.207728016
lmo2786	-0.792461314	-0.663930281
lmo2787	-1.120592219	-1.236737964
lmo2788	1.383907518	0.943457501
lmo2789	0.921579931	0.831932955
lmo2790	1.116159957	0.441533923
lmo2791	0.876511348	0.555484309
lmo2792	3.108397412	5.416078837
lmo2793	2.74471879	1.575395077
lmo2794	2.729044556	1.491303777
lmo2795	1.216176891	2.670592916
lmo2796	-0.498017172	2.351187906
lmo2797	-1.945726655	1.496768966
lmo2798	-2.116050401	1.274901326
lmo2799	-1.770541575	4.30275913
lmo2800	-1.178002528	3.113985125
lmo2801	-1.181762313	3.089369107
lmo2802	3.239292228	2.326998845
lmo2803	-2.537201278	-2.638537511
lmo2804	-1.32813599	-1.294881053
lmo2805	-1.824722064	-0.64863722
lmo2806	-2.248131952	-0.244465671
lmo2807	-2.212007416	-1.533791823
lmo2808	-1.843453521	-1.181615087
lmo2809	-2.562275109	-1.600906925
lmo2810	1.679968721	-0.038039944
lmo2811	2.293931731	0.091797837
lmo2812	-1.550160189	-1.008507309
lmo2813	0.094963676	0.064288669
lmo2814	-0.262486337	0.369841995
lmo2815	0.868961049	1.489030536
lmo2816	-2.020551872	-0.805205801
lmo2817	0.279696071	1.858368163
lmo2818	-0.845892426	1.658271293
lmo2819	-0.800810621	1.976001948
lmo2820	0.876083627	0.214699901
lmo2821	-2.350358926	-2.140018331
lmo2822	2.591891317	2.399564397
lmo2823	3.180848594	2.669953445
lmo2824	2.863139845	2.8988437
lmo2825	2.690634962	1.802928354
lmo2826	0.377997328	-0.598358863
lmo2827	0.450704332	-0.062158098
lmo2828	3.387003029	5.577104368
lmo2829	2.025759176	0.009333773
lmo2830	3.346401063	4.192274854
lmo2831	1.341842601	0.902389781
lmo2832	2.462289157	2.065043734
lmo2833	-2.472888473	-1.888502549
lmo2834	-2.155994831	-1.603867026
lmo2835	-2.386439905	-1.500428451
lmo2836	-2.196403812	-1.338213869
lmo2837	-2.63198148	-2.761044577
